,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Fiyat Durumu,Ada,Parsel,Price,Location,link,Yapı Durumu,Yapı Tipi,Eşya Durumu,Takas,Görüntülü Gezilebilir mi?,Salon Metrekare
632,17079169,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,35 m²,45 m²,Stüdyo,2,1.Kat,28,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,19.000TL, Bağcılar - 15 Temmuz Mahallesi,https://www.emlakjet.com//ilan/basinekspress-toya-next-te-45m-10-esyali-mobilyali-temiz-daire-17079169/,,,Eşyalı,Yok,,
633,17079150,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,35.000TL, Maltepe - Zümrütevler Mahallesi,https://www.emlakjet.com//ilan/maltepe-zumrutevler-de-kiralik-31-daire-17079150/,,,Boş,Yok,,
634,17079042,26 Mart 2025,31 Mart 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,16-20,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,100 TL,Kat Mülkiyeti,Hayır,15000 TL,1,8 m²,Var,1,Açık Balkon,10 m²,1,5 m²,Genel Fiyat,,15736,15.000TL, Avcılar - Denizköşkler Mahallesi,https://www.emlakjet.com//ilan/denizkoskler-de-11-full-esyali-70m2-kiralik-temiz-duz-giris-kiralik-daire-17079042/,İkinci El,Betonarme,Eşyalı,Yok,Hayır,25 m²
635,17078684,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,220 m²,240 m²,4+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,80.000TL, Bakırköy - Şenlikköy Mahallesi,https://www.emlakjet.com//ilan/remax-gelisimden-senlikkoy-de-hat-boyunda-ferah-bahce-kat-daire-17078684/,,,Boş,Yok,,
636,17078680,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,90 m²,105 m²,3+1,16-20,3.Kat,9,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,,,25.000TL, Beylikdüzü - Adnan Kahveci Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-yasemin-konutlari-31-kiralik-daire-17078680/,,,Boş,Yok,,
637,17078676,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,21 Ve Üzeri,13.Kat,14,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,,,28.000TL, Beylikdüzü - Barış Mahallesi,https://www.emlakjet.com//ilan/re-max-gelisim-adem-den-tuze-sitesi-havuzlu-31-kiralik-daire-17078676/,,,Boş,Yok,,
638,17078671,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,110 m²,140 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,2,,,,,,,,Genel Fiyat,,,20.000TL, Esenyurt - Sultaniye Mahallesi,https://www.emlakjet.com//ilan/kisa-katli-blokta-gol-manzarali-140-m2-kapali-mutfak-17078671/,,,Boş,Yok,,
639,17078652,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,160 m²,175 m²,3+1,21 Ve Üzeri,5.Kat,9,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,37.500TL, Beylikdüzü - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/yasam-vadisi-manzarali-31-kiralik-tadilatli-sahane-daire-17078652/,,,Boş,Yok,,
640,17078637,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,5-10,Yüksek Giriş,6,Kombi Doğalgaz,Boş,200 TL,Kat İrtifakı,Hayır,15000 TL,1,,Yok,,,,1,,Genel Fiyat,1899,6,14.000TL, Esenyurt - Fatih Mahallesi,https://www.emlakjet.com//ilan/full-esyali-kiralik-daire-17078637/,,,Eşyalı,,,
641,17078631,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,6944,27.500TL, Tuzla - Postane Mahallesi,https://www.emlakjet.com//ilan/postane-mah-kiralik-21-100-m2-bahce-kat-3e-gayrimenkul-17078631/,,,,,,
642,17078447,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,21 Ve Üzeri,Bodrum Kat,5,Kombi Doğalgaz,Boş,100 TL,Yabancıdan,Hayır,13000 TL,1,10 m²,Var,1,Açık Teras,15 m²,1,10 m²,Genel Fiyat,,,13.000TL, Fatih - Akşemsettin Mahallesi,https://www.emlakjet.com//ilan/fatih-aksemsettin-mah-kiralik-bodrum-kati-11-17078447/,İkinci El,Betonarme,Boş,Yok,Evet,40 m²
643,17078377,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,2297,56,21.000TL, Zeytinburnu - Yenidoğan Mahallesi,https://www.emlakjet.com//ilan/gny-guney-den-yenidogan-da-21-85m-panaroma-otel-marmaray-2-dk-17078377/,,,,,,
644,17078364,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,118 m²,181 m²,3+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,,Tapu Kaydı Yok,Evet,,2,,,,,,,,Genel Fiyat,,,50.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/emlakkonut-vadievleri-2-kiralik-31-bahceli-terasli-daire-17078364/,,,Boş,Yok,,
645,17077835,26 Mart 2025,05 Nisan 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,27500 TL,1,,,,,,,,Genel Fiyat,15347,25,27.500TL, Maltepe - İdealtepe Mahallesi,https://www.emlakjet.com//ilan/idealtepe-minubus-yolunda-11-50-m2-mustakil-bahceli-sifir-17077835/,,,,,,
646,17077706,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,116 m²,132 m²,3+1,11-15,Düz Giriş (Zemin),12,Kombi Doğalgaz,Boş,2450 TL,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,654,1,30.000TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/halkali-atakent-toki-fulya-sitesinde-31-giris-kat-kiralik-daire-17077706/,İkinci El,Betonarme,,Yok,,
647,17077600,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,200 m²,230 m²,4+1,21 Ve Üzeri,Bahçe Katı,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,3,,,,,,1,,Genel Fiyat,,,138.000TL, Kadıköy - Fenerbahçe Mahallesi,https://www.emlakjet.com//ilan/fenerbahce-koru-sitesinde-bahce-kullanimli-41-17077600/,İkinci El,,Boş,Yok,,
648,17077594,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Bahçe Katı,3,Sobalı,Boş,,Arsa Tapulu,Hayır,,2,,,,,,,,Genel Fiyat,,,11.000TL, Sultanbeyli - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/sultanbeyli-mimarsinan-mahallesi-sobali-21daire-17077594/,,,Boş,Yok,,
649,17077582,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,17.500TL, Çekmeköy - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-vuralkent-sitesi-giris-kati-21-kiralik-daire-17077582/,,,Boş,Yok,,
650,17077582,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,17.500TL, Çekmeköy - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-vuralkent-sitesi-giris-kati-21-kiralik-daire-17077582/,,,Boş,Yok,,
651,17077575,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,7.Kat,8,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,30.000TL, Çekmeköy - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/tasdelen-megakent-sitesinde-kiralik-31-daire-17077575/,,,Boş,Yok,,
652,17077571,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,18.000TL, Çekmeköy - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-vuralkent-sitesinde-giris-kati-21-esyali-kiralik-daire-17077571/,,,Eşyalı,Yok,,
653,17077528,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,2,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,30.000TL, Çekmeköy - Merkez Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-merkez-mah-safranbolu-evleri-kiralik-21-bahce-kati-17077528/,,,Boş,Yok,,
654,17077431,26 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,74 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,605,11,35.000TL, Kadıköy - Eğitim Mahallesi,https://www.emlakjet.com//ilan/cok-iyi-lokasyonda-toplu-tasimalarin-yanibasinda-21-kombili-17077431/,,,,,,
655,17076989,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,1391,14.500TL, Küçükçekmece - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/baris-tan-tepeustu-cigdem-sokakta-kiralik-21-daire-17076989/,,,,,,
656,17076970,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,1,4.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,20000 TL,1,,Yok,,,,,,Genel Fiyat,,,19.000TL, Küçükçekmece - İnönü Mahallesi,https://www.emlakjet.com//ilan/inonu-mahallesi-2-1-ucuncu-kat-komple-acik-mutfak-kiralik-daire-17076970/,,,Boş,,,
657,17076953,26 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,4.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,3370,22.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/sirinevler-fetih-caddesinde-metro-metrobuse-yakin-kiralik-21-85m2-daire-17076953/,,,,,,
658,17076844,26 Mart 2025,27 Mart 2025,Konut,Kiralık,Daire,121 m²,174 m²,3+1,4,9.Kat,19,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,66.000TL, Başakşehir - Kayabaşı Mahallesi,https://www.emlakjet.com//ilan/nidapark-yakut-ta-31-kiralik-esyali-daire-17076844/,,,Eşyalı,Yok,,
659,17076778,26 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,1253,6,95.000TL, Beşiktaş - Vişnezade Mahallesi,https://www.emlakjet.com//ilan/akaretlerde-bogaz-manzarali-genis-terasli-kose-kiralik-daire-17076778/,,,,,,
660,17076774,26 Mart 2025,31 Mart 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,300 TL,Kat Mülkiyeti,Hayır,25000 TL,1,,Yok,,,,,,Birim Fiyat,200,13,25.000TL, Çekmeköy - Çatalmeşe Mahallesi,https://www.emlakjet.com//ilan/esyali-kiralik-daire-17076774/,,,Eşyalı,,,
661,17076769,26 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,20500 TL,1,,Var,2,"Açık Balkon, Kapalı Balkon",,1,,Genel Fiyat,10237,4175,20.000TL, Gaziosmanpaşa - Fevzi Çakmak Mahallesi,https://www.emlakjet.com//ilan/gaziosmanpasa-feyzicakmak-mahallesi-den-kiralik-daire-3-kat-21-100-m2-17076769/,İkinci El,,Boş,Yok,Evet,
662,17076752,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,21 Ve Üzeri,1.Kat,1,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Büyükçekmece - Atatürk Mahallesi,https://www.emlakjet.com//ilan/buyukcekmece-sun-marine-komsu-komple-yenilenmis-11-kiralik-17076752/,,,Boş,Yok,,
663,17076696,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,36000 TL,1,,,,,,,,Genel Fiyat,861,74,35.000TL, Kadıköy - Göztepe Mahallesi,https://www.emlakjet.com//ilan/turyaptan-goztepede-marmaraya-5-dk-mesafede-kiralik-21-daire-17076696/,İkinci El,,,Yok,,
664,17076339,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,16-20,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,19000 TL,1,,Yok,,,,2,,Genel Fiyat,3482,9,19.000TL, Gaziosmanpaşa - Fevzi Çakmak Mahallesi,https://www.emlakjet.com//ilan/fevzi-cakmak-mahallesinde-kiralik-21-giris-kat-daire-17076339/,İkinci El,Betonarme,,Yok,Hayır,
665,17075935,26 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,5,Doğalgaz Sobalı,Boş,100 TL,Arsa Tapulu,Hayır,24000 TL,1,,,,,,,,Genel Fiyat,7639,2,23.500TL, Sancaktepe - Osmangazi Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-kiralik-sifir-21-daire-sahibinden-masrafsiz-17075935/,,,,,,
666,17075845,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,20 m²,25 m²,Stüdyo,2,Yüksek Giriş,5,Merkezi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,9047,1,13.500TL, Şişli - Kuştepe Mahallesi,https://www.emlakjet.com//ilan/faturalar-dahil-10-full-esyali-metro-metrobus-15dk-17075845/,,,,,,
667,17075644,26 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,3.Kat,7,Kombi Doğalgaz,Boş,350 TL,Arsa Tapulu,Hayır,55000 TL,1,7 m²,Var,2,Açık Balkon,4 m²,2,,Genel Fiyat,11165,110,28.500TL, Kartal - Atalar Mahallesi,https://www.emlakjet.com//ilan/sahibinden-keleepir-17075644/,İkinci El,Betonarme,Boş,,,25 m²
668,17075626,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,74 m²,110 m²,2+1,5-10,30.Kat,30,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,48.000TL, Ümraniye - Saray Mahallesi,https://www.emlakjet.com//ilan/antasya-residence-ferah-kose-kiralik-daire-hesna-yilmaz-17075626/,,,Boş,Yok,,
669,17075624,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,16.000TL, Fatih - Yavuz Sultan Selim Mahallesi,https://www.emlakjet.com//ilan/fatih-yavuz-sultan-selim-mah-giris-kat-11-kiralik-daire-17075624/,,,Boş,Yok,,
670,17075607,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,55 m²,70 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,23.000TL, Üsküdar - Valide,https://www.emlakjet.com//ilan/metroya-capitole-yakin-klimali-21-kiralik-daire-valide-i-atik-17075607/,,,Boş,Yok,,
671,17075600,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,115 m²,130 m²,4+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,47.500TL, Şişli - Bozkurt Mahallesi,https://www.emlakjet.com//ilan/merkezi-konumda-yuksek-tavanli-tarihi-binada-kiralik-41-17075600/,,,Boş,Yok,,
672,17075599,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,148 m²,175 m²,4+1,0 (Yeni),5.Kat,11,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,210.000TL, Kadıköy - Fenerbahçe Mahallesi,https://www.emlakjet.com//ilan/fenerbahce-dalyan-sahilde-kapanmaz-deniz-manzarali-luks-41-17075599/,,,Boş,Yok,,
673,17075567,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,191 m²,225 m²,3+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,Var,1,,,,,Genel Fiyat,10849,12,72.500TL, Pendik - Batı Mahallesi,https://www.emlakjet.com//ilan/pendik-burnu-nda-2024-yili-yapimi-binada-31-kiralik-sifir-daire-17075567/,,,Boş,,,
674,17075545,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,200 TL,Arsa Tapulu,Hayır,33000 TL,1,,,,,,,,Genel Fiyat,,1763,16.500TL, Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com//ilan/ici-yeni-yapilmis-21-daire-metrobuse-hastaneye-okullara-5-dakika-yurume-mesafesinde-17075545/,,,,,,
675,17075482,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,5-10,6.Kat,15,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,2,,,,,,,,Genel Fiyat,,,26.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/bahcesehir-dumankaya-modern-balkonlu-kiralik-31-daire-26-000-tl-17075482/,,,Boş,Yok,,
676,17075421,26 Mart 2025,30 Mart 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,11-15,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,10000 TL,1,,Var,,,,,,Genel Fiyat,,,10.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/bekara-uygun-cebecide-esyali-11-bahce-kar-daire-17075421/,,,,,,
677,17075403,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,45 m²,60 m²,Stüdyo,11-15,12.Kat,13,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,13.500TL, Esenyurt - Koza Mahallesi,https://www.emlakjet.com//ilan/dumankaya-modern-esyali-10-kiralik-daire-13-500-17075403/,,,Eşyalı,Yok,,
678,17075317,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,11-15,9.Kat,9,Kombi Doğalgaz,Boş,2 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,22.500TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/yenisehir-pendik-beyaz-evler-de-11-kiralik-daire-17075317/,,,Eşyalı,Yok,,
679,17075270,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,5,Doğalgaz Sobalı,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Pendik - Çınardere Mahallesi,https://www.emlakjet.com//ilan/pendik-cinardere-kiralik-31-dogalgaz-sobali-ev-17075270/,,,,Yok,,
680,17075266,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+1,21 Ve Üzeri,Bahçe Katı,1,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,42.000TL, Beykoz - Kanlıca Mahallesi,https://www.emlakjet.com//ilan/kanlica-mihribat-cad-kiralik-21-mustakil-ev-17075266/,,,,Yok,,
681,17075259,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,60 m²,75 m²,2+1,11-15,Yüksek Giriş,5,Kombi Doğalgaz,Boş,250 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Kartal - Yakacık Çarşı Mahallesi,https://www.emlakjet.com//ilan/kiralik-21-yuksek-giris-daire-bahceli-ve-huzurlu-17075259/,,,,Yok,,
682,17075254,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,100 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,19.000TL, Kartal - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/kartal-hurriyet-mahallesinde-metroya-yakin-kiralik-21-daire-17075254/,,,,Yok,,
683,17075232,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,175 m²,200 m²,4+2,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,3,,,,,,,,Genel Fiyat,,,41.000TL, Maltepe - Zümrütevler Mahallesi,https://www.emlakjet.com//ilan/maltepe-zumrut-evler-de-kiralik-42-dubleks-daire-17075232/,,,,Yok,,
684,17075225,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,7.Kat,8,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,22.500TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/yenisehir-mah-oz-imes-sitesi-31-ara-kat-kiralik-daire-17075225/,,,,Yok,,
685,17075217,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Bahçe Katı,8,Kombi Doğalgaz,Boş,150 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,21.000TL, Kartal - Orhantepe Mahallesi,https://www.emlakjet.com//ilan/orhantepe-mahallesinde-21-kiralik-daire-17075217/,,,,Yok,,
686,17075213,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,100 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,21.000TL, Pendik - Yeni Mahallesi,https://www.emlakjet.com//ilan/pendik-yeni-mahallede-kiralik-70m2-21-daire-17075213/,,,Eşyalı,Yok,,
687,17075207,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,220 m²,250 m²,5+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,100 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,28.000TL, Pendik - Güzelyalı Mahallesi,https://www.emlakjet.com//ilan/pendik-guzelyalida-51-dublex-terasli-kiralik-daire-17075207/,,,,Yok,,
688,17075204,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,2,Yüksek Giriş,6,Yerden Isıtma,Boş,350 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,25.000TL, Pendik - Batı Mahallesi,https://www.emlakjet.com//ilan/pendik-kizilay-caddesinde-yeni-binada-11-daire-17075204/,,,,Yok,,
689,17075085,26 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,1278,7,13.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/esenyur-metrobuse-yakin-kiralik-daire-21-17075085/,,,,,,
690,17074990,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,,Yok,,,,,,Genel Fiyat,,,17.500TL, Beylikdüzü - Yakuplu Mahallesi,https://www.emlakjet.com//ilan/yakuplu-da-52-sokakta-yuksek-giris-full-esyali-11-daire-17074990/,,,Eşyalı,,,
691,17074985,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,200 TL,Kat İrtifakı,Evet,700 TL,1,4 m²,Var,2,Açık Balkon,8 m²,1,,Genel Fiyat,11385,12,25.000TL, Pendik - Kaynarca Mahallesi,https://www.emlakjet.com//ilan/pendik-kaynarca-da-site-icinde-kiralik-dogalgaz-kombili-21-17074985/,İkinci El,Betonarme,Boş,Yok,Hayır,20 m²
692,17074909,26 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2.5+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,75.000TL, Beşiktaş - Nisbetiye Mahallesi,https://www.emlakjet.com//ilan/nispetiye-caddesinde-mukemmel-konumda-2-51-100-m2-17074909/,,,Boş,Yok,,
