,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Price,Location,link,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Görüntülü Gezilebilir mi?,Ada,Parsel,Balkon Tipi,Yapı Durumu,Yapı Tipi,WC Sayısı,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
566,16631770,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,205 m²,220 m²,4+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.000TL, Merkezefendi - Selçuk Bey Mahallesi,https://www.emlakjet.com//ilan/sehzade-gayrimenkul-den-selcukbey-mahallesinde-41-kiralik-daire-16631770/,,,,,,,,,,,,,,,
567,16631766,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,Çatı Katı,2,Kombi Doğalgaz,Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,15.000TL, Merkezefendi - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/sehzade-gayrimenkul-den-bahcelievler-mah-kiralik-apart-16631766/,,,,,,,,,,,,,,,
568,16631738,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,55 m²,70 m²,1+1,3,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/kr-yatirim-dan-semikler-deda-life-sitesinde-kiralik-11-daire-16631738/,,,,,,,,,,,,,,,
569,16631735,09 Ocak 2025,10 Ocak 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/kr-yatirim-dan-mehmetcik-mahallesinde-31-kiralik-daire-16631735/,,,,,,,,,,,,,,,
570,16630741,09 Ocak 2025,10 Ocak 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.900TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/yunus-emre-mahallesi-nde-mukemmel-konumda-1-1-kiralik-apart-16630741/,,,,,,,,,,,,,,,
571,16630252,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,0 (Yeni),Kot 2 (-2).Kat,2,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,17.500TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/lozan-caddesinde-50m2-11-ultra-lux-apart-16630252/,,,,,,,,,,,,,,,
572,16629672,09 Ocak 2025,31 Ocak 2025,Konut,Kiralık,Daire,42 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,9.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/ogretmen-evi-yakini-kiralik-11-apart-16629672/,,,Yok,,,,,,,,,,,,
573,16628421,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,135 m²,140 m²,2+1,21 Ve Üzeri,Çatı Katı,5,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/mt-den-kibrissehitlerde-21-kiralik-cati-kati-daire-16628421/,,,,,,,,,,,,,,,
574,16628396,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,0 (Yeni),2.Kat,2,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Merkezefendi - Gültepe Mahallesi,https://www.emlakjet.com//ilan/albayrak-meydani-kiralik-daire-acik-mutfak-mustakil-bina-16628396/,,,,,,,,,,,,,,,
575,16627205,09 Ocak 2025,03 Şubat 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL, Merkezefendi - Bereketler Mahallesi,https://www.emlakjet.com//ilan/umutkent1-arakat-kiralik-daire-16627205/,100 TL,15000 TL,,,,223,4,,,,,,,,
576,16624837,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Hisseli Tapu,Hayır,Yok,1,Genel Fiyat,10.500TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/denizli-kibris-sehitler-caddesinde-kiralik-21-daire-16624837/,,,,,,,,,,,,,,,
577,16624642,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/kinikli-31-170m2-arakat-barbekulu-genis-daire-16624642/,,,,,,,,,,,,,,,
578,16624640,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,16-20,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/pau-yakini-kiralik-21-bahce-kati-kiralik-daire-16624640/,,,,,,,,,,,,,,,
579,16624639,09 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,3,Bahçe Katı,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/pau-yakini-21-65m2-yerden-isitma-yeni-luks-apart-16624639/,,,,,,,,,,,,,,,
580,16624005,08 Ocak 2025,09 Ocak 2025,Konut,Kiralık,Daire,49 m²,50 m²,1+1,4,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/devlet-hastanesi-sirakapilar-da-duzgun-apart-binasinda-11-16624005/,,,,,,,,,,,,,,,
581,16623181,08 Ocak 2025,08 Ocak 2025,Konut,Kiralık,Daire,248 m²,255 m²,4+1,11-15,3.Kat,3,Merkezi Doğalgaz,Boş,,Arsa Tapulu,Evet,,1,Genel Fiyat,25.000TL, Pamukkale - Fesleğen Mahallesi,https://www.emlakjet.com//ilan/feslegende-41-245-m2-kiralik-daire-16623181/,0 TL,1 TL,Var,3,,52,1,Açık Balkon,,,,,,,
582,16619404,08 Ocak 2025,08 Ocak 2025,Konut,Kiralık,Daire,165 m²,180 m²,4+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/camlikta-lux-daire-16619404/,,,,,,,,,,,,,,,
583,16617476,08 Ocak 2025,08 Ocak 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,4,Düz Giriş (Zemin),3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,5.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/universiteye-yakin-abonelikleri-acik-ara-kat-10-esyali-apart-16617476/,,,,,,,,,,,,,,,
584,16617465,08 Ocak 2025,27 Şubat 2025,Konut,Kiralık,Daire,110 m²,115 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/atalar-mahallesinde-21-110m2-kiralik-arakat-daire-16617465/,,,,,,,,,,,,,,,
585,16616364,07 Ocak 2025,07 Ocak 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,11-15,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL, Merkezefendi - Gümüşçay Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-gumuscayda-21-full-esyali-kiralik-luks-daire-16616364/,0 TL,17000 TL,Var,2,,294,12,Açık Balkon,İkinci El,Betonarme,2,,,,
586,16616293,07 Ocak 2025,08 Ocak 2025,Konut,Kiralık,Daire,45 m²,50 m²,Stüdyo,2,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.000TL, Pamukkale - Bağbaşı Mahallesi,https://www.emlakjet.com//ilan/yunusemrede-kiralik-10-lux-apart-16616293/,,7000 TL,Var,,,null,1914,,,,,,,,
587,16613403,07 Ocak 2025,26 Mart 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,4,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,18.250TL, Merkezefendi - Gümüşçay Mahallesi,https://www.emlakjet.com//ilan/rw-office20-den-kiralik-21-kiralik-daire-16613403/,200 TL,,Var,,,177,11,,,,,,,,
588,16612545,07 Ocak 2025,04 Nisan 2025,Konut,Kiralık,Daire,190 m²,195 m²,4+1,21 Ve Üzeri,5.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,18.000TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/gurlesin-de-atalar-mahallesi-lise-cd-41-arakat-kiralik-daire-16612545/,,,,,,172,11,,,,,,,,
589,16612087,07 Ocak 2025,05 Şubat 2025,Konut,Kiralık,Daire,135 m²,150 m²,2+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,12.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/fark20-den-akkonak-ta-anayol-arakat-daire-16612087/,,,,,,,,,İkinci El,Betonarme,,,,,
590,16609790,06 Ocak 2025,04 Nisan 2025,Konut,Kiralık,Daire,160 m²,180 m²,3+1,21 Ve Üzeri,1.Kat,2,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,17.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/rota-dan-pau-tip-ve-itfaiye-karsisi-31-arakat-daire-16609790/,,,Var,4 +,,2214,15,"Açık Balkon, Kapalı Balkon",,,2,,,,
591,16607735,06 Ocak 2025,21 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,Yüksek Giriş,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.500TL, Pamukkale - Topraklık Mahallesi,https://www.emlakjet.com//ilan/erkus-gyodan-mustakil-bahceli-kiralik-apart-16607735/,200 TL,10000 TL,Yok,,Evet,7465,5,,İkinci El,Betonarme,1,,,,
592,16606484,06 Ocak 2025,06 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),1.Kat,3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.250TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/kamu-kurumlari-yakini-11-50-m2-arakat-kiralik-esyali-apart-16606484/,,,,,,429,6,,,,,,,,
593,16606285,06 Ocak 2025,06 Ocak 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,2.Kat,3,Yerden Isıtma,Kiracı Oturuyor,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinar-mah-11-depozitosuz-ara-kat-16606285/,0 TL,0 TL,Yok,,Evet,1835,19,,İkinci El,Betonarme,1,,,,
594,16606280,06 Ocak 2025,06 Ocak 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,4,Çatı Dubleks,5,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/cinar-yakini-21-dubleks-esyali-apart-daire-16606280/,175 TL,14000 TL,Var,1,Evet,1621,8,Açık Balkon,İkinci El,,1,,,,
595,16603586,04 Ocak 2025,06 Ocak 2025,Konut,Kiralık,Daire,65 m²,68 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/hm-gayrimenkulden-asmalievlerde-21-esyali-kiralik-apart-16603586/,,,,,,,,,,,,,,,
596,16602757,04 Ocak 2025,06 Ocak 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,Yüksek Giriş,1,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Bağbaşı Mahallesi,https://www.emlakjet.com//ilan/bagbasi-mahallesi-kiralik-daire-16602757/,,,,,,,,,,,,,,,
597,16602734,04 Ocak 2025,04 Ocak 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,2.Kat,3,Merkezi Doğalgaz,Boş,,Arsa Tapulu,Evet,,1,Genel Fiyat,13.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/denipol-hastanesi-arkasi-11-kiralik-apart-16602734/,0 TL,1 TL,Var,,,4143,4,,,,,,,,
598,16601815,04 Ocak 2025,04 Ocak 2025,Konut,Kiralık,Daire,160 m²,175 m²,3+1,11-15,3.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,17.000TL, Merkezefendi - Yenişafak Mahallesi,https://www.emlakjet.com//ilan/office-pera-dan-yenisafakta-31-160-mt-kiralik-daire-16601815/,,,,,,,,,,,,,,,
599,16601004,04 Ocak 2025,11 Şubat 2025,Konut,Kiralık,Daire,350 m²,450 m²,3+1,4,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Evet,,Yok,Genel Fiyat,65.000TL, Merkezefendi - Muratdede Mahallesi,https://www.emlakjet.com//ilan/kiralik-is-yeri-16601004/,,,,,,6371,7,,,,,,,,
600,16600600,04 Ocak 2025,04 Ocak 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/armagan-dan-tip-fakultesi-girisinde-kiralik-11-apart-16600600/,,,,,,,,,,,,,,,
601,16598313,03 Ocak 2025,28 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,Bahçe Katı,3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-zeytinkoyde-11-balkonlu-lux-esyali-apart-16598313/,,,,,,271,1,,,,,,,,
602,16597997,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,10.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/foruma-yakin-11-apart-16597997/,,10000 TL,,,,1573,4,,,,,,,,
603,16597560,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,3.Kat,6,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL, Pamukkale - Topraklık Mahallesi,https://www.emlakjet.com//ilan/self-den-bayram-yerine-yurume-mesafesi-esyali-abonelikleri-acik-16597560/,,,,,,,,,,,,,,,
604,16597558,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,150 m²,155 m²,3+1,0 (Yeni),3.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,28.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/self-den-cakmakta-ebv-banyo-g-odali-panjurlu-arakat-firsat-daire-16597558/,,,,,,,,,,,,,,,
605,16597056,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,40 m²,42 m²,1+1,5-10,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/joy-max-gayrimenkul-den-liva-suitte-kiralik-apart-16597056/,,,,,,,,,,,,,,,
606,16597039,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,185 m²,200 m²,3+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,30.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/joy-max-dan-adalet-mahallesi-kiralik-muhtesem-konum-daire-16597039/,,,,,,,,,,,,,,,
607,16595407,03 Ocak 2025,28 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.500TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-asmalievlerde-arakat-11-cift-balkonlu-kiralik-esyali-apart-16595407/,,,,,,3872,12,,,,,,,,
608,16595329,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,130 m²,140 m²,2.5+1,5-10,7.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/denizli-lisesi-yakini-mangal-yeri-bulunan-full-esyali-daire-16595329/,,,,,,,,,,,,,,,
609,16594479,03 Ocak 2025,04 Ocak 2025,Konut,Kiralık,Residence,35 m²,40 m²,1+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Merkez Efendi Mahallesi,https://www.emlakjet.com//ilan/havuzlu-spor-salonlu-kafesi-bulunan-apart-daire-16594479/,,,,,,,,,,,,,,,
610,16594477,03 Ocak 2025,03 Ocak 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),1.Kat,3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/sehir-hastanesi-karsisi-luks-esyasiz-16594477/,,,,,,,,,,,,,,,
611,16591941,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/dota-dan-cakmak-mah-de-doga-manzarali-31-kiralik-daire-16591941/,,,,,,,,,,,,,,,
612,16591839,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,7,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-sehirmerkezinde-kiralik-31-daire-16591839/,80 TL,14000 TL,Var,2,Evet,433,4,"Açık Balkon, Kapalı Balkon",İkinci El,,2,,,,
613,16591775,02 Ocak 2025,10 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/11-apart-daire-saltak-cad-mevki-balkonlu-16591775/,,,,,,,,,,,,,,,
614,16591659,02 Ocak 2025,05 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,3,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/hm-gayrimenkulden-universite-yurume-mesafesinde-full-esyali-11-16591659/,,,,,,,,,,,,,,,
615,16591054,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/armagan-dan-kinikli-da-kiralik-temiz-11-arakat-apart-16591054/,,,,,,,,,,,,,,,
616,16591051,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,11-15,Düz Giriş (Zemin),4,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/armagan-dan-pau-girisinde-kiralik-10-apart-16591051/,,,,,,,,,,,,,,,
617,16591046,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,11-15,3.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/armagan-dan-pau-tip-fakultesi-girisinde-11-ara-kat-apart-16591046/,,,,,,,,,,,,,,,
618,16590364,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,1,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ulusta-kiralik-21-apart-16590364/,,11000 TL,,,,null,1914,,,,,,,,
619,16590072,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,21.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/karahasanli-havuzlu-site-ici-ebeveyn-banyolu-kiralik-21-16590072/,,,,,,,,,,,,,,,
620,16589835,02 Ocak 2025,28 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,3.Kat,3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,6.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/kz-gayrimenkulden-zeytinkoyde-11-kiralik-esyali-apart-16589835/,,,,,,3718,3,,,,,,,,
621,16586822,02 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,120 m²,135 m²,2+1,3,Bahçe Katı,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/kaan-gayrimenkulden-forum-camlika-yakin-luks-bahce-kati-16586822/,,,,,,,,,,,,,,,
622,16586219,02 Ocak 2025,26 Şubat 2025,Konut,Kiralık,Daire,170 m²,185 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-mahallesin-de-onu-acik-genis-ve-aydinlik-odalar-kiralik-16586219/,,,,,,,,,,,,,,,
623,16585731,01 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,5.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - 15 Mayıs Mahallesi,https://www.emlakjet.com//ilan/ataturk-cad-31-arakat-genis-salonlu-daire-16585731/,,,,,,,,,,,,,,,
624,16585725,01 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,125 m²,130 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL, Pamukkale - Pelitlibağ Mahallesi,https://www.emlakjet.com//ilan/pelitlibag-pazarina-yakin-arakat-21-cambalkonlu-16585725/,,,,,,,,,,,,,,,
625,16584445,01 Ocak 2025,06 Ocak 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,5-10,Bahçe Katı,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/mg-premium-dan-zeytinkoyde-11-70m2-klimali-bahceli-lux-apart-16584445/,,,,,,,,,,,,,,,
626,16582525,01 Ocak 2025,02 Ocak 2025,Konut,Kiralık,Daire,165 m²,175 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/yuvam-emlaktan-adalet-mahallesinde-kiralik-31-daire-16582525/,,,,,,,,,,,,,,,
627,16581725,01 Ocak 2025,01 Ocak 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,16-20,1.Kat,3,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,16.000TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/degirmenonu-nde-kiralik-31-dogalgazli-daire-16581725/,,,,,,,,,İkinci El,Betonarme,,,,,
628,16579647,31 Aralık 2024,29 Ocak 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/armagan-dan-zeytinkoy-de-kiralik-21-apart-16579647/,,,,,,,,,,,,,,,
